year,iso," country_name","disaster type",occurrence,"Total deaths",Injured,Affected,Homeless,"Total affected","Total damage  ('000 US$)"
1986,ARG,Argentina,Storm,1,1,,1000,,1000,
1986,AUS,Australia,Flood,1,8,,,,,64200
1986,AUS,Australia,Storm,5,7,12,,1000,1012,201639
1986,BGD,Bangladesh,Epidemic,1,165,,52000,,52000,
1986,BGD,Bangladesh,Flood,2,30,,100000,300000,400000,
1986,BGD,Bangladesh,Storm,4,184,3100,2600000,120000,2723100,
1986,BRA,Brazil,Earthquake,1,1,,15000,8000,23000,5000
1986,BRA,Brazil,Epidemic,1,,,34722,,34722,
1986,BRA,Brazil,Flood,1,28,,1835,6500,8335,
1986,CAN,Canada,Flood,1,,,4500,,4500,30000
1986,CAN,Canada,Storm,1,,,2400,,2400,
1986,CAN,Canada,Wildfire,2,,,2000,,2000,
1986,CHL,Chile,Flood,1,23,,54118,,54118,17200
1986,CHL,Chile,Storm,1,16,16,30790,,30806,
1986,CHN,China,Earthquake,1,,,,290,290,
1986,CHN,China,"Extreme temperature ",1,2,,30000,,30000,
1986,CHN,China,Flood,2,313,,9000000,800000,9800000,1501210
1986,CHN,China,Storm,7,368,2556,4603500,10000,4616056,1427200
1986,COL,Colombia,Flood,1,13,,250000,,250000,
1986,COL,Colombia,Landslide,3,261,,,,,
1986,COL,Colombia,Storm,1,4,,28000,,28000,2500
1986,DOM,"Dominican Republic (the)",Storm,1,12,,2000,,2000,
1986,FJI,Fiji,Flood,1,19,,215000,,215000,15400
1986,FJI,Fiji,Storm,1,1,,3000,,3000,20000
1986,FRA,France,Wildfire,1,5,,2000,,2000,
1986,GRC,Greece,Earthquake,1,20,300,45000,,45300,745000
1986,IND,India,Earthquake,1,6,30,,,30,5000
1986,IND,India,Epidemic,2,265,,11600,,11600,
1986,IND,India,Flood,3,251,,245000,150000,395000,376100
1986,IND,India,Landslide,2,153,,200,2500000,2500200,
1986,IND,India,Storm,5,390,100,3100000,200000,3300100,272943
1986,IDN,Indonesia,Drought,1,84,,1000,,1000,
1986,IDN,Indonesia,Epidemic,2,59,,500700,,500700,
1986,IDN,Indonesia,Flood,4,175,,77000,50000,127000,
1986,IRL,Ireland,Storm,1,11,,,,,
1986,ITA,Italy,Flood,1,2,,,,,20000
1986,JPN,Japan,Flood,1,14,,162000,,162000,
1986,JPN,Japan,Landslide,2,33,,,,,
1986,JPN,Japan,Storm,2,17,358,2000,,2358,2200000
1986,JPN,Japan,"Volcanic activity",1,,,13000,,13000,
1986,KOR,"Korea (the Republic of)",Storm,1,33,73,6623,,6696,10900
1986,MYS,Malaysia,Flood,1,11,,25000,,25000,11500
1986,MEX,Mexico,Flood,1,20,,,,,
1986,NLD,"Netherlands (the)",Storm,1,,,,,,
1986,NZL,"New Zealand",Flood,3,1,,1830,,1830,19800
1986,NGA,Nigeria,Epidemic,2,1073,,1400,,1400,
1986,NGA,Nigeria,"Insect infestation",1,,,,,,
1986,PAK,Pakistan,Earthquake,1,,,750,,750,
1986,PAK,Pakistan,Storm,1,11,250,,,250,
1986,PER,Peru,Earthquake,2,16,80,8000,100,8180,22000
1986,PER,Peru,Flood,1,62,,200000,,200000,1200
1986,PER,Peru,Landslide,1,40,,,366,366,
1986,PHL,"Philippines (the)",Flood,1,3,3,612,,615,56
1986,PHL,"Philippines (the)",Storm,6,176,154,1235949,6633,1242736,86460
1986,PRT,Portugal,Wildfire,1,15,50,,,50,
1986,ZAF,"South Africa",Drought,1,,,850000,,850000,
1986,SUN,"Soviet Union",Earthquake,2,3,558,225000,4500,230058,730000
1986,TWN,"Taiwan (Province of China)",Earthquake,1,13,46,,,46,
1986,TWN,"Taiwan (Province of China)",Landslide,1,14,28,106,,134,
1986,TWN,"Taiwan (Province of China)",Storm,2,65,,,,,485000
1986,THA,Thailand,Flood,1,42,21,27780,,27801,2000
1986,USA,"United States of America (the)",Earthquake,1,,29,150,,179,720
1986,USA,"United States of America (the)","Extreme temperature ",1,48,,,,,1750000
1986,USA,"United States of America (the)",Flood,3,13,,2000,,2000,25000
1986,USA,"United States of America (the)",Storm,2,1,80,,,80,70000
1986,VNM,"Viet Nam",Flood,1,165,,,,,
1986,VNM,"Viet Nam",Storm,1,435,2502,2500000,,2502502,
1987,AFG,Afghanistan,Landslide,1,70,,,,,
1987,ARG,Argentina,Flood,1,,,12000,,12000,
1987,ARG,Argentina,Storm,1,1,,1000,,1000,10000
1987,ARG,Argentina,Wildfire,1,,2,152000,750,152752,100000
1987,BGD,Bangladesh,Epidemic,3,750,,601200,,601200,
1987,BGD,Bangladesh,Flood,2,2280,,29700000,,29700000,1057500
1987,BGD,Bangladesh,Storm,1,12,,,,,
1987,BEL,Belgium,Flood,1,,,,,,
1987,BRA,Brazil,Drought,1,,,750000,,750000,
1987,BRA,Brazil,Flood,2,107,,10500,,10500,62000
1987,KHM,Cambodia,Drought,1,,,,,,
1987,CAN,Canada,Flood,2,1,,,,,185000
1987,CAN,Canada,Storm,1,26,250,,,250,265000
1987,CHL,Chile,Earthquake,1,5,112,,5000,5112,1000
1987,CHL,Chile,Flood,2,127,,116364,81000,197364,177000
1987,CHL,Chile,Landslide,1,32,30,,,30,
1987,CHN,China,Earthquake,3,,84,187085,7000,194169,
1987,CHN,China,Epidemic,1,,,1000,,1000,
1987,CHN,China,Flood,4,219,529,940000,,940529,
1987,CHN,China,Landslide,1,65,,119,,119,
1987,CHN,China,Storm,6,406,2188,959000,425400,1386588,120000
1987,CHN,China,Wildfire,1,191,221,56092,,56313,110000
1987,COL,Colombia,Flood,1,21,50,800,,850,
1987,COL,Colombia,Landslide,2,653,2436,4000,,6436,
1987,DOM,"Dominican Republic (the)",Storm,1,3,,,,,23700
1987,EGY,Egypt,Storm,1,30,11,,,11,
1987,FJI,Fiji,Storm,1,1,,3369,,3369,25000
1987,FRA,France,Flood,1,23,,,,,
1987,FRA,France,Storm,1,4,,,,,1700000
1987,GRC,Greece,"Extreme temperature ",1,1000,,,,,
1987,GRC,Greece,Storm,1,48,,,,,350000
1987,GRC,Greece,Wildfire,1,,,,,,
1987,IND,India,Drought,1,300,,300000000,,300000000,
1987,IND,India,Epidemic,1,90,,,,,
1987,IND,India,"Extreme temperature ",1,100,,,,,
1987,IND,India,Flood,4,1314,,18300000,,18300000,545000
1987,IND,India,Storm,4,166,,80000,,80000,
1987,IDN,Indonesia,Drought,1,,,,,,
1987,IDN,Indonesia,Earthquake,2,127,101,31000,1000,32101,5000
1987,IDN,Indonesia,Flood,5,201,84,28000,800,28884,65700
1987,IDN,Indonesia,"Mass movement (dry)",1,131,50,651,,701,1000
1987,IDN,Indonesia,"Volcanic activity",1,,,13000,,13000,
1987,IRL,Ireland,Flood,1,,,,,,
1987,ITA,Italy,Flood,1,,,,,,70000
1987,ITA,Italy,Landslide,2,57,189,6000,,6189,625000
1987,ITA,Italy,Storm,3,33,,,,,1203700
1987,JPN,Japan,Earthquake,1,2,53,22599,,22652,
1987,JPN,Japan,Storm,1,8,10,65000,,65010,
1987,PRK,"Korea (the Democratic People's Republic of)",Flood,2,315,71,20000,,20071,
1987,KOR,"Korea (the Republic of)",Flood,1,50,,,154000,154000,22000
1987,KOR,"Korea (the Republic of)",Storm,2,619,,56000,,56000,525000
1987,MYS,Malaysia,Flood,1,3,,2576,,2576,
1987,MEX,Mexico,Earthquake,1,2,50,3000,,3050,
1987,MEX,Mexico,Flood,2,16,12,,200,212,
1987,MAR,Morocco,"Insect infestation",1,,,,,,
1987,MOZ,Mozambique,Drought,1,50,,8000,,8000,
1987,NZL,"New Zealand",Earthquake,1,1,25,7000,,7025,210000
1987,NZL,"New Zealand",Flood,1,,,700,,700,
1987,NZL,"New Zealand",Wildfire,1,,,130,,130,
1987,NGA,Nigeria,Epidemic,5,530,,120,,120,
1987,PER,Peru,Flood,2,173,519,27500,500,28519,
1987,PER,Peru,Landslide,2,95,45,,340,385,
1987,PHL,"Philippines (the)",Drought,1,,,1002100,,1002100,
1987,PHL,"Philippines (the)",Storm,5,1094,1466,2911027,325139,3237632,193700
1987,ZAF,"South Africa",Earthquake,1,9,25,285,,310,
1987,ZAF,"South Africa",Flood,1,506,,65000,,65000,765305
1987,SUN,"Soviet Union",Flood,1,110,,20000,16000,36000,546000
1987,SUN,"Soviet Union",Landslide,1,26,,,,,
1987,SUN,"Soviet Union","Mass movement (dry)",1,52,6,500,,506,
1987,SUN,"Soviet Union",Wildfire,1,,,,,,
1987,ESP,Spain,Flood,1,5,,2000,,2000,1283000
1987,ESP,Spain,Storm,1,,,,,,8000
1987,TWN,"Taiwan (Province of China)",Storm,1,61,,2200,,2200,
1987,THA,Thailand,Flood,1,24,,,,,7200
1987,USA,"United States of America (the)",Earthquake,2,8,94,2200,,2294,217000
1987,USA,"United States of America (the)","Extreme temperature ",1,80,,,,,
1987,USA,"United States of America (the)",Storm,8,151,,3200,,3200,204000
1987,VNM,"Viet Nam",Drought,1,,,,,,
1987,VNM,"Viet Nam",Storm,2,123,211,584800,352000,937011,
1988,AFG,Afghanistan,Flood,1,,,161000,,161000,260000
1988,ARG,Argentina,Flood,1,25,,4600000,,4600000,490000
1988,AUS,Australia,Flood,3,16,,,,,68055
1988,AUS,Australia,Storm,1,1,,,,,20417
1988,BGD,Bangladesh,Earthquake,1,2,100,,,100,
1988,BGD,Bangladesh,Flood,2,2440,,45000000,,45000000,2137000
1988,BGD,Bangladesh,Storm,4,1064,200,8573860,2000000,10574060,
1988,BRA,Brazil,Drought,1,,,,,,
1988,BRA,Brazil,Epidemic,1,,,170,,170,
1988,BRA,Brazil,"Extreme temperature ",1,77,,,,,
1988,BRA,Brazil,Flood,3,655,1734,3050000,20000,3071734,1030000
1988,CAN,Canada,Drought,1,,,,,,810000
1988,CAN,Canada,Flood,1,2,,,,,15000
1988,CHL,Chile,"Volcanic activity",1,,,2000,,2000,
1988,CHN,China,Drought,1,1400,,49000000,,49000000,942887
1988,CHN,China,Earthquake,2,939,3424,1050000,267000,1320424,269000
1988,CHN,China,Epidemic,1,,,2000,,2000,
1988,CHN,China,Flood,8,1243,705,25525000,120000,25645705,1963208
1988,CHN,China,Landslide,2,52,1000,51000,,52000,
1988,CHN,China,Storm,4,335,1232,186000,50000,237232,
1988,COL,Colombia,Flood,1,120,800,130000,,130800,
1988,COL,Colombia,Storm,1,26,,100000,,100000,50000
1988,COL,Colombia,"Volcanic activity",1,,,1900,,1900,
1988,DOM,"Dominican Republic (the)",Flood,1,,,1191150,,1191150,
1988,FRA,France,Flood,1,10,,300,,300,500000
1988,GHA,Ghana,Epidemic,1,15,,138,,138,
1988,GRC,Greece,Earthquake,1,,25,,,25,
1988,GRC,Greece,"Extreme temperature ",1,56,,,,,
1988,ISL,Iceland,Flood,1,,,280,,280,
1988,IND,India,Earthquake,2,384,3778,20000000,,20003778,72500
1988,IND,India,Epidemic,3,3911,,,,,
1988,IND,India,"Extreme temperature ",2,450,200,,,200,
1988,IND,India,Flood,3,2100,,22321000,,22321000,947200
1988,IND,India,Landslide,2,505,,,,,
1988,IND,India,Storm,1,74,,1900000,,1900000,13000
1988,IDN,Indonesia,Flood,2,179,,100000,,100000,4600
1988,IDN,Indonesia,Landslide,1,43,,,,,
1988,IDN,Indonesia,"Volcanic activity",2,7,,9070,2500,11570,
1988,JPN,Japan,Flood,1,27,,,,,
1988,JPN,Japan,"Volcanic activity",1,,,,,,
1988,KOR,"Korea (the Republic of)",Landslide,1,25,,,,,
1988,MYS,Malaysia,Flood,1,27,,60000,,60000,
1988,MEX,Mexico,Drought,1,,,,,,
1988,MEX,Mexico,"Extreme temperature ",1,23,,,,,600
1988,MEX,Mexico,Storm,3,288,,100000,25000,125000,326000
1988,MAR,Morocco,"Insect infestation",2,,,,,,
1988,MAR,Morocco,"Mass movement (dry)",1,31,,,,,
1988,MOZ,Mozambique,"Insect infestation",1,,,,,,
1988,MOZ,Mozambique,Storm,1,100,,4000,,4000,
1988,NZL,"New Zealand",Flood,3,1,,1958,,1958,
1988,NZL,"New Zealand",Storm,1,6,,,,,
1988,NGA,Nigeria,Flood,1,130,,,300000,300000,
1988,NGA,Nigeria,Landslide,1,,,,1500,1500,
1988,PAK,Pakistan,Flood,1,196,,,1000000,1000000,
1988,PAK,Pakistan,"Mass movement (dry)",1,50,,,,,
1988,PAK,Pakistan,Storm,1,36,,,,,
1988,PER,Peru,Epidemic,2,230,,,,,
1988,PER,Peru,Flood,1,38,,,,,
1988,PER,Peru,Landslide,1,80,25,5000,1000,6025,
1988,PHL,"Philippines (the)",Landslide,2,54,,,,,
1988,PHL,"Philippines (the)",Storm,6,788,238,4450946,66321,4517505,403016
1988,ZAF,"South Africa",Drought,1,,,1320000,,1320000,
1988,ZAF,"South Africa",Earthquake,1,8,28,,,28,
1988,ZAF,"South Africa",Flood,1,25,,,,,
1988,SUN,"Soviet Union",Earthquake,1,25000,12000,1100000,530000,1642000,14000000
1988,SUN,"Soviet Union",Flood,1,,,,,,
1988,THA,Thailand,Flood,1,664,1878,1112941,,1114819,169146
1988,USA,"United States of America (the)",Drought,1,,,,,,
1988,USA,"United States of America (the)",Flood,3,,,,,,
1988,USA,"United States of America (the)",Storm,18,27,,,,,
1988,VNM,"Viet Nam",Storm,2,157,,1320000,,1320000,
1989,AUS,Australia,Earthquake,1,12,115,2000,,2115,1000000
1989,AUS,Australia,Flood,1,9,,,,,
1989,AUS,Australia,Storm,2,4,,,,,107911
1989,BGD,Bangladesh,Drought,1,,,5000000,,5000000,
1989,BGD,Bangladesh,Earthquake,1,1,100,,,100,
1989,BGD,Bangladesh,Epidemic,1,20,,,,,
1989,BGD,Bangladesh,"Extreme temperature ",2,170,,,,,
1989,BGD,Bangladesh,Flood,1,180,,200000,,200000,
1989,BGD,Bangladesh,Storm,2,815,4000,100000,,104000,16200
1989,BRA,Brazil,Flood,4,137,,700000,333944,1033944,
1989,BRA,Brazil,Landslide,3,130,,78000,,78000,
1989,BRA,Brazil,Storm,1,36,,45000,,45000,
1989,CAN,Canada,Storm,1,,,,,,
1989,CAN,Canada,Wildfire,1,1,,25000,,25000,4200000
1989,CHL,Chile,Flood,1,21,,,,,
1989,CHN,China,Earthquake,5,42,392,102800,142850,246042,218000
1989,CHN,China,Flood,1,2000,10000,100000000,,100010000,2789000
1989,CHN,China,Landslide,1,4,105,3000,2265,5370,
1989,CHN,China,Storm,7,1115,10944,38000000,,38010944,885000
1989,COL,Colombia,Flood,1,16,,,,,
1989,DOM,"Dominican Republic (the)",Storm,1,,,,,,
1989,FJI,Fiji,Flood,1,10,,,,,
1989,FRA,France,Drought,1,,,,,,1600000
1989,FRA,France,Storm,1,9,,,,,
1989,GHA,Ghana,Epidemic,1,,,19,,19,
1989,GHA,Ghana,Flood,1,7,,2800,,2800,
1989,IND,India,Epidemic,1,200,,,,,
1989,IND,India,"Extreme temperature ",2,127,,,,,
1989,IND,India,Flood,2,1609,,,2000,2000,
1989,IND,India,Landslide,1,41,,,,,
1989,IND,India,"Mass movement (dry)",1,45,,,,,
1989,IND,India,Storm,2,93,,3700000,,3700000,
1989,IDN,Indonesia,Earthquake,3,120,203,17190,5500,22893,
1989,IDN,Indonesia,Flood,2,18,,61500,,61500,
1989,IDN,Indonesia,Landslide,1,6,6,11595,,11601,341
1989,IDN,Indonesia,"Volcanic activity",1,,,3000,,3000,
1989,JPN,Japan,Flood,1,10,,,,,
1989,JPN,Japan,Landslide,1,18,,,,,
1989,JPN,Japan,Storm,2,15,,,,,
1989,KOR,"Korea (the Republic of)",Storm,1,109,49,75145,,75194,176500
1989,MEX,Mexico,Earthquake,1,3,350,,,350,
1989,MEX,Mexico,Flood,1,40,,,,,
1989,MEX,Mexico,Wildfire,1,,,,,,83200
1989,MOZ,Mozambique,Flood,1,2,,,,,
1989,NZL,"New Zealand",Flood,1,,,154,,154,
1989,NGA,Nigeria,Epidemic,1,29,,41,,41,
1989,PAK,Pakistan,Flood,1,20,,142400,,142400,
1989,PER,Peru,Flood,1,38,,,500,500,
1989,PHL,"Philippines (the)",Flood,2,44,11,307500,,307511,6000
1989,PHL,"Philippines (the)",Landslide,3,99,210,1067,,1277,
1989,PHL,"Philippines (the)",Storm,7,378,982,1974519,161364,2136865,171085
1989,PRT,Portugal,Storm,1,,,,,,
1989,SUN,"Soviet Union",Earthquake,1,274,51,12000,,12051,24800
1989,SUN,"Soviet Union",Flood,1,17,,,,,640000
1989,SUN,"Soviet Union",Landslide,2,98,,,2500,2500,423000
1989,SUN,"Soviet Union","Mass movement (dry)",1,,,8000,,8000,
1989,ESP,Spain,Flood,1,12,,,,,375000
1989,ESP,Spain,Storm,2,33,,,,,
1989,TWN,"Taiwan (Province of China)",Storm,1,13,,,,,
1989,THA,Thailand,Storm,1,458,,154000,45000,199000,452000
1989,USA,"United States of America (the)",Earthquake,2,67,3757,300,15,4072,5600000
1989,USA,"United States of America (the)","Extreme temperature ",1,84,,,,,
1989,USA,"United States of America (the)",Storm,16,108,100,,25000,25100,7880000
1989,VNM,"Viet Nam",Storm,3,959,1359,5635000,781000,6417359,21000
1990,AFG,Afghanistan,"Extreme temperature ",1,144,,,,,
1990,ARG,Argentina,Flood,1,21,,2000,,2000,
1990,AUS,Australia,Flood,2,12,,6000,,6000,273700
1990,AUS,Australia,Storm,2,,,,,,544700
1990,AUS,Australia,Wildfire,1,,,,,,
1990,BGD,Bangladesh,"Extreme temperature ",2,117,,,,,
1990,BGD,Bangladesh,Flood,2,231,1600,2010000,,2011600,6000
1990,BGD,Bangladesh,Storm,4,674,200,53870,,54070,
1990,BEL,Belgium,Storm,6,16,,,,,980000
1990,BRA,Brazil,Flood,2,24,,2800,,2800,
1990,CAN,Canada,Flood,1,8,,,,,8500
1990,CHL,Chile,Flood,1,,,2500,,2500,
1990,CHN,China,Earthquake,2,127,2065,54574,7696,64335,58350
1990,CHN,China,Flood,3,495,5805,42000000,300000,42305805,803000
1990,CHN,China,"Mass movement (dry)",2,73,115,5000,,5115,
1990,CHN,China,Storm,11,629,436,5691155,210195,5901786,2079335
1990,COL,Colombia,Flood,4,10,,20625,,20625,
1990,DNK,Denmark,Storm,3,1,,,,,190000
1990,FJI,Fiji,Earthquake,2,,,,,,
1990,FJI,Fiji,Storm,1,,,3000,3000,6000,10000
1990,FIN,Finland,Storm,2,,,,,,10000
1990,FRA,France,"Extreme temperature ",1,5,,,,,
1990,FRA,France,Landslide,1,14,,,,,
1990,FRA,France,Storm,8,43,,,,,1910000
1990,DEU,Germany,Storm,6,64,,,,,4440000
1990,GRC,Greece,Drought,1,,,,,,1000000
1990,GRC,Greece,Earthquake,2,1,61,,,61,
1990,GRC,Greece,Storm,1,3,,,,,
1990,IND,India,Epidemic,2,148,,18000,,18000,
1990,IND,India,"Extreme temperature ",2,264,,,,,
1990,IND,India,Flood,4,224,,,2000,2000,
1990,IND,India,Landslide,1,30,,,,,
1990,IND,India,Storm,5,1843,,4100000,,4100000,2892800
1990,IDN,Indonesia,Earthquake,3,6,171,9140,,9311,2100
1990,IDN,Indonesia,Epidemic,1,50,,,,,
1990,IDN,Indonesia,Flood,2,191,,21000,,21000,4800
1990,IDN,Indonesia,"Volcanic activity",1,33,,10265,,10265,8000
1990,IRL,Ireland,Storm,4,2,,,,,110000
1990,ITA,Italy,Earthquake,2,21,216,,2500,2716,500000
1990,ITA,Italy,Storm,1,6,,,,,20000
1990,ITA,Italy,Wildfire,2,,,,,,1585000
1990,JPN,Japan,Flood,1,27,81,,507,588,1700000
1990,JPN,Japan,Storm,2,40,78,147700,,147778,4013000
1990,KOR,"Korea (the Republic of)","Extreme temperature ",1,40,,,,,
1990,KOR,"Korea (the Republic of)",Flood,1,127,27,189233,,189260,38000
1990,KOR,"Korea (the Republic of)",Storm,1,27,,,,,6000
1990,LUX,Luxembourg,Storm,6,,,,,,370000
1990,MEX,Mexico,"Extreme temperature ",1,380,,,,,
1990,MEX,Mexico,Flood,1,45,100,17800,,17900,44000
1990,MEX,Mexico,Storm,1,38,,,,,90700
1990,MOZ,Mozambique,Epidemic,2,694,,4000,,4000,
1990,NLD,"Netherlands (the)",Storm,6,20,,,,,1750000
1990,NGA,Nigeria,Epidemic,1,60,,,,,
1990,PAK,Pakistan,Earthquake,3,22,296,,,296,1000
1990,PAK,Pakistan,"Extreme temperature ",1,18,,,,,
1990,PER,Peru,Drought,1,,,2200000,,2200000,36000
1990,PER,Peru,Earthquake,1,200,800,70000,30000,100800,1000
1990,PER,Peru,Flood,3,61,,100,2500,2600,
1990,PER,Peru,Landslide,1,33,,,,,
1990,PER,Peru,"Volcanic activity",1,,,4000,,4000,
1990,PHL,"Philippines (the)",Drought,1,,,254282,,254282,64000
1990,PHL,"Philippines (the)",Earthquake,3,2417,3532,1628540,,1632072,370500
1990,PHL,"Philippines (the)",Epidemic,1,21,,200,,200,
1990,PHL,"Philippines (the)",Flood,3,176,,712736,,712736,43
1990,PHL,"Philippines (the)",Storm,5,737,1288,5208275,1110020,6319583,388500
1990,ZAF,"South Africa",Earthquake,1,10,6,,,6,
1990,ZAF,"South Africa",Storm,1,2,,,,,393000
1990,SUN,"Soviet Union",Earthquake,4,5,8,,24500,24508,
1990,SUN,"Soviet Union",Flood,3,19,,23208,,23208,177900
1990,SUN,"Soviet Union",Landslide,1,43,,,,,
1990,ESP,Spain,Drought,1,,,6000000,,6000000,4500000
1990,ESP,Spain,Storm,2,9,,,,,
1990,SWE,Sweden,Storm,2,,,,,,10000
1990,TWN,"Taiwan (Province of China)",Storm,2,5,,20000,,20000,
1990,THA,Thailand,Storm,1,36,,,,,50000
1990,USA,"United States of America (the)",Earthquake,2,,30,120,,150,12700
1990,USA,"United States of America (the)",Epidemic,1,3,,50,,50,
1990,USA,"United States of America (the)","Extreme temperature ",2,11,,,,,40000
1990,USA,"United States of America (the)",Flood,4,38,,3350,,3350,45000
1990,USA,"United States of America (the)",Storm,15,162,,10668,,10668,635000
1990,VNM,"Viet Nam",Epidemic,1,200,,,,,
1990,VNM,"Viet Nam",Flood,1,82,200,10000,,10200,725
1990,VNM,"Viet Nam",Storm,3,102,108,500000,2000,502108,
1991,AFG,Afghanistan,Earthquake,2,154,,7000,,7000,
1991,AFG,Afghanistan,"Extreme temperature ",1,80,,200,,200,
1991,AFG,Afghanistan,Flood,3,1193,,130000,9400,139400,60000
1991,ARG,Argentina,"Volcanic activity",1,,,62000,1200,63200,
1991,AUS,Australia,Drought,1,,,,,,473000
1991,AUS,Australia,Storm,2,,,390,18,408,1560
1991,BGD,Bangladesh,Epidemic,2,2700,,1608000,,1608000,
1991,BGD,Bangladesh,"Extreme temperature ",1,182,,,,,
1991,BGD,Bangladesh,Flood,3,265,,2790000,200000,2990000,150000
1991,BGD,Bangladesh,Storm,2,138987,139149,15000000,300000,15439149,1780000
1991,BRA,Brazil,Epidemic,1,196,,15240,,15240,
1991,BRA,Brazil,Flood,1,20,,17000,,17000,2000
1991,BRA,Brazil,"Insect infestation",1,,,2000,,2000,
1991,BRA,Brazil,Landslide,1,24,,,600,600,
1991,KHM,Cambodia,Flood,1,100,,650000,250000,900000,150000
1991,CAN,Canada,Epidemic,1,18,,171,,171,
1991,CAN,Canada,Storm,1,,,,,,500000
1991,CHL,Chile,Drought,1,,,,,,200000
1991,CHL,Chile,Epidemic,1,1,,40,,40,
1991,CHL,Chile,Landslide,1,141,140,65000,17671,82811,6000
1991,CHL,Chile,"Volcanic activity",1,,,62000,1200,63200,15000
1991,CHN,China,Drought,1,2000,,5000000,,5000000,
1991,CHN,China,Earthquake,2,1,545,282205,600,283350,
1991,CHN,China,Epidemic,1,1075,,,,,
1991,CHN,China,Flood,3,1861,32227,206000000,4203500,210235727,8044120
1991,CHN,China,Landslide,1,200,,,,,
1991,CHN,China,Storm,5,255,7276,3339130,10000,3356406,725690
1991,COL,Colombia,Earthquake,1,2,2,570,295,867,
1991,COL,Colombia,Epidemic,1,350,,14137,,14137,
1991,COL,Colombia,Landslide,3,105,,117,,117,400
1991,COL,Colombia,Wildfire,1,,,,,,
1991,DOM,"Dominican Republic (the)",Flood,1,10,,,,,
1991,EGY,Egypt,Flood,1,1,8,,200,208,
1991,FRA,France,Drought,1,,,,,,
1991,FRA,France,"Extreme temperature ",2,20,,,,,772000
1991,DEU,Germany,Storm,1,,,,,,5000
1991,GHA,Ghana,Epidemic,1,20,,,,,
1991,GHA,Ghana,Flood,1,5,,2000000,,2000000,
1991,GRC,Greece,"Extreme temperature ",1,5,,,,,
1991,IND,India,Earthquake,1,1500,1383,53000,,54383,60000
1991,IND,India,Epidemic,1,185,,,,,
1991,IND,India,Flood,8,1016,,8300000,400000,8700000,258000
1991,IND,India,Storm,1,125,,25000,,25000,
1991,IDN,Indonesia,Earthquake,2,28,191,16000,1000,17191,18000
1991,IDN,Indonesia,Epidemic,5,294,,15000,,15000,
1991,IDN,Indonesia,Flood,2,112,,240000,,240000,14800
1991,IDN,Indonesia,Landslide,1,33,,,,,
1991,IDN,Indonesia,"Volcanic activity",1,,,7679,,7679,1000
1991,IDN,Indonesia,Wildfire,1,57,8,,,8,13200
1991,IRL,Ireland,Storm,1,,,,,,4000
1991,ITA,Italy,"Volcanic activity",1,,,7000,,7000,
1991,JPN,Japan,Storm,5,101,777,90000,351,91128,10086500
1991,JPN,Japan,"Volcanic activity",1,43,20,10000,,10020,10000
1991,KOR,"Korea (the Republic of)",Flood,1,54,36,,1500,1536,105000
1991,KOR,"Korea (the Republic of)",Storm,1,72,,20750,,20750,310000
1991,MYS,Malaysia,Epidemic,1,263,,3750,,3750,
1991,MEX,Mexico,Epidemic,1,52,,5000,,5000,
1991,MEX,Mexico,Flood,2,23,,,44000,44000,2000
1991,MEX,Mexico,Storm,1,13,,9800,200,10000,
1991,MOZ,Mozambique,Drought,1,,,3300000,,3300000,50000
1991,NZL,"New Zealand",Flood,3,,,248,,248,
1991,NGA,Nigeria,Epidemic,2,7689,,11200,,11200,
1991,PAK,Pakistan,Earthquake,1,300,574,174755,29465,204794,10000
1991,PAK,Pakistan,"Extreme temperature ",1,523,,250,,250,
1991,PAK,Pakistan,Flood,1,24,,,,,
1991,PAK,Pakistan,Landslide,1,25,,,,,
1991,PER,Peru,Earthquake,2,64,785,46500,,47285,
1991,PER,Peru,Epidemic,2,9726,79725,203628,,283353,
1991,PER,Peru,"Extreme temperature ",1,25,,,,,
1991,PHL,"Philippines (the)",Flood,3,70,,,823,823,1300
1991,PHL,"Philippines (the)",Storm,6,6083,3109,1494506,74250,1571865,275000
1991,PHL,"Philippines (the)","Volcanic activity",3,640,195,1035870,5800,1041865,211000
1991,PRT,Portugal,Wildfire,1,,,,,,
1991,ZAF,"South Africa",Drought,1,,,,,,1000000
1991,ZAF,"South Africa",Wildfire,1,5,,,,,
1991,SUN,"Soviet Union",Earthquake,4,274,1500,95000,160000,256500,1700000
1991,SUN,"Soviet Union",Flood,2,2,,42000,,42000,2022000
1991,SUN,"Soviet Union","Mass movement (dry)",1,50,,,,,
1991,SUN,"Soviet Union",Storm,1,41,,,,,24000
1991,ESP,Spain,Wildfire,1,,,,,,
1991,TWN,"Taiwan (Province of China)",Storm,1,33,4,,,4,
1991,THA,Thailand,Drought,1,,,2500000,,2500000,
1991,THA,Thailand,Flood,2,17,,14474,2100,16574,1478
1991,THA,Thailand,Storm,1,38,20,1858811,35407,1894238,8323
1991,USA,"United States of America (the)",Drought,2,,,,,,1335000
1991,USA,"United States of America (the)",Earthquake,1,2,100,,,100,33500
1991,USA,"United States of America (the)",Flood,14,15,,,,,850000
1991,USA,"United States of America (the)",Storm,17,87,100,2900,,3000,2560000
1991,USA,"United States of America (the)",Wildfire,2,28,,,300,300,2500000
1991,VNM,"Viet Nam",Flood,3,195,14,295000,600,295614,46700
1991,VNM,"Viet Nam",Storm,4,297,222,21478,455905,477605,10500
