"","ym","alertOrNot","countryName","sumFundingAll","year","disaster.type","total_Affected"
"1811",200710,"HIGH","Ethiopia",1378758.72,2007,"Volcanic activity",48948
"1812",200710,"HIGH","Ethiopia",1378758.72,2007,"Wildfire",651593
"1813",200710,"HIGH","Ghana",512284,2007,"Drought",1520000
"1814",200710,"HIGH","Ghana",512284,2007,"Earthquake",1275573
"1815",200710,"HIGH","Ghana",512284,2007,"Epidemic",344668
"1816",200710,"HIGH","Ghana",512284,2007,"Extreme temperature ",984572
"1817",200710,"HIGH","Ghana",512284,2007,"Flood",171596420
"1818",200710,"HIGH","Ghana",512284,2007,"Landslide",8992
"1819",200710,"HIGH","Ghana",512284,2007,"Storm",22663531
"1820",200710,"HIGH","Ghana",512284,2007,"Volcanic activity",48948
"1821",200710,"HIGH","Ghana",512284,2007,"Wildfire",651593
"1822",200710,"HIGH","Guinea",1051955,2007,"Drought",1520000
"1823",200710,"HIGH","Guinea",1051955,2007,"Earthquake",1275573
"1824",200710,"HIGH","Guinea",1051955,2007,"Epidemic",344668
"1825",200710,"HIGH","Guinea",1051955,2007,"Extreme temperature ",984572
"1826",200710,"HIGH","Guinea",1051955,2007,"Flood",171596420
"1827",200710,"HIGH","Guinea",1051955,2007,"Landslide",8992
"1828",200710,"HIGH","Guinea",1051955,2007,"Storm",22663531
"1829",200710,"HIGH","Guinea",1051955,2007,"Volcanic activity",48948
"1830",200710,"HIGH","Guinea",1051955,2007,"Wildfire",651593
"1831",200710,"HIGH","Haiti",629577,2007,"Drought",1520000
"1832",200710,"HIGH","Haiti",629577,2007,"Earthquake",1275573
"1833",200710,"HIGH","Haiti",629577,2007,"Epidemic",344668
"1834",200710,"HIGH","Haiti",629577,2007,"Extreme temperature ",984572
"1835",200710,"HIGH","Haiti",629577,2007,"Flood",171596420
"1836",200710,"HIGH","Haiti",629577,2007,"Landslide",8992
"1837",200710,"HIGH","Haiti",629577,2007,"Storm",22663531
"1838",200710,"HIGH","Haiti",629577,2007,"Volcanic activity",48948
"1839",200710,"HIGH","Haiti",629577,2007,"Wildfire",651593
"1840",200710,"HIGH","Kenya",250000,2007,"Drought",1520000
"1841",200710,"HIGH","Kenya",250000,2007,"Earthquake",1275573
"1842",200710,"HIGH","Kenya",250000,2007,"Epidemic",344668
"1843",200710,"HIGH","Kenya",250000,2007,"Extreme temperature ",984572
"1844",200710,"HIGH","Kenya",250000,2007,"Flood",171596420
"1845",200710,"HIGH","Kenya",250000,2007,"Landslide",8992
"1846",200710,"HIGH","Kenya",250000,2007,"Storm",22663531
"1847",200710,"HIGH","Kenya",250000,2007,"Volcanic activity",48948
"1848",200710,"HIGH","Kenya",250000,2007,"Wildfire",651593
"1849",200710,"HIGH","Liberia",250752.16,2007,"Drought",1520000
"1850",200710,"HIGH","Liberia",250752.16,2007,"Earthquake",1275573
"1851",200710,"HIGH","Liberia",250752.16,2007,"Epidemic",344668
"1852",200710,"HIGH","Liberia",250752.16,2007,"Extreme temperature ",984572
"1853",200710,"HIGH","Liberia",250752.16,2007,"Flood",171596420
"1854",200710,"HIGH","Liberia",250752.16,2007,"Landslide",8992
"1855",200710,"HIGH","Liberia",250752.16,2007,"Storm",22663531
"1856",200710,"HIGH","Liberia",250752.16,2007,"Volcanic activity",48948
"1857",200710,"HIGH","Liberia",250752.16,2007,"Wildfire",651593
"1858",200710,"HIGH","Mauritania",993676,2007,"Drought",1520000
"1859",200710,"HIGH","Mauritania",993676,2007,"Earthquake",1275573
"1860",200710,"HIGH","Mauritania",993676,2007,"Epidemic",344668
"1861",200710,"HIGH","Mauritania",993676,2007,"Extreme temperature ",984572
"1862",200710,"HIGH","Mauritania",993676,2007,"Flood",171596420
"1863",200710,"HIGH","Mauritania",993676,2007,"Landslide",8992
"1864",200710,"HIGH","Mauritania",993676,2007,"Storm",22663531
"1865",200710,"HIGH","Mauritania",993676,2007,"Volcanic activity",48948
"1866",200710,"HIGH","Mauritania",993676,2007,"Wildfire",651593
"1867",200710,"HIGH","Nicaragua",248775,2007,"Drought",1520000
"1868",200710,"HIGH","Nicaragua",248775,2007,"Earthquake",1275573
"1869",200710,"HIGH","Nicaragua",248775,2007,"Epidemic",344668
"1870",200710,"HIGH","Nicaragua",248775,2007,"Extreme temperature ",984572
"1871",200710,"HIGH","Nicaragua",248775,2007,"Flood",171596420
"1872",200710,"HIGH","Nicaragua",248775,2007,"Landslide",8992
"1873",200710,"HIGH","Nicaragua",248775,2007,"Storm",22663531
"1874",200710,"HIGH","Nicaragua",248775,2007,"Volcanic activity",48948
"1875",200710,"HIGH","Nicaragua",248775,2007,"Wildfire",651593
"1876",200710,"HIGH","Republic of Congo",96300,2007,"Drought",1520000
"1877",200710,"HIGH","Republic of Congo",96300,2007,"Earthquake",1275573
"1878",200710,"HIGH","Republic of Congo",96300,2007,"Epidemic",344668
"1879",200710,"HIGH","Republic of Congo",96300,2007,"Extreme temperature ",984572
"1880",200710,"HIGH","Republic of Congo",96300,2007,"Flood",171596420
"1881",200710,"HIGH","Republic of Congo",96300,2007,"Landslide",8992
"1882",200710,"HIGH","Republic of Congo",96300,2007,"Storm",22663531
"1883",200710,"HIGH","Republic of Congo",96300,2007,"Volcanic activity",48948
"1884",200710,"HIGH","Republic of Congo",96300,2007,"Wildfire",651593
"1885",200710,"HIGH","Somalia",3625327,2007,"Drought",1520000
"1886",200710,"HIGH","Somalia",3625327,2007,"Earthquake",1275573
"1887",200710,"HIGH","Somalia",3625327,2007,"Epidemic",344668
"1888",200710,"HIGH","Somalia",3625327,2007,"Extreme temperature ",984572
"1889",200710,"HIGH","Somalia",3625327,2007,"Flood",171596420
"1890",200710,"HIGH","Somalia",3625327,2007,"Landslide",8992
"1891",200710,"HIGH","Somalia",3625327,2007,"Storm",22663531
"1892",200710,"HIGH","Somalia",3625327,2007,"Volcanic activity",48948
"1893",200710,"HIGH","Somalia",3625327,2007,"Wildfire",651593
"1894",200710,"HIGH","Togo",1436560,2007,"Drought",1520000
"1895",200710,"HIGH","Togo",1436560,2007,"Earthquake",1275573
"1896",200710,"HIGH","Togo",1436560,2007,"Epidemic",344668
"1897",200710,"HIGH","Togo",1436560,2007,"Extreme temperature ",984572
"1898",200710,"HIGH","Togo",1436560,2007,"Flood",171596420
"1899",200710,"HIGH","Togo",1436560,2007,"Landslide",8992
"1900",200710,"HIGH","Togo",1436560,2007,"Storm",22663531
"1901",200710,"HIGH","Togo",1436560,2007,"Volcanic activity",48948
"1902",200710,"HIGH","Togo",1436560,2007,"Wildfire",651593
"1903",200710,"HIGH","Uganda",6001015,2007,"Drought",1520000
"1904",200710,"HIGH","Uganda",6001015,2007,"Earthquake",1275573
"1905",200710,"HIGH","Uganda",6001015,2007,"Epidemic",344668
"1906",200710,"HIGH","Uganda",6001015,2007,"Extreme temperature ",984572
"1907",200710,"HIGH","Uganda",6001015,2007,"Flood",171596420
"1908",200710,"HIGH","Uganda",6001015,2007,"Landslide",8992
"1909",200710,"HIGH","Uganda",6001015,2007,"Storm",22663531
"1910",200710,"HIGH","Uganda",6001015,2007,"Volcanic activity",48948
"1911",200710,"HIGH","Uganda",6001015,2007,"Wildfire",651593
"1912",200710,"HIGH","Yemen",586493,2007,"Drought",1520000
"1913",200710,"HIGH","Yemen",586493,2007,"Earthquake",1275573
"1914",200710,"HIGH","Yemen",586493,2007,"Epidemic",344668
"1915",200710,"HIGH","Yemen",586493,2007,"Extreme temperature ",984572
"1916",200710,"HIGH","Yemen",586493,2007,"Flood",171596420
"1917",200710,"HIGH","Yemen",586493,2007,"Landslide",8992
"1918",200710,"HIGH","Yemen",586493,2007,"Storm",22663531
"1919",200710,"HIGH","Yemen",586493,2007,"Volcanic activity",48948
"1920",200710,"HIGH","Yemen",586493,2007,"Wildfire",651593
"1921",200710,"HIGH","Zimbabwe",199084.11,2007,"Drought",1520000
"1922",200710,"HIGH","Zimbabwe",199084.11,2007,"Earthquake",1275573
"1923",200710,"HIGH","Zimbabwe",199084.11,2007,"Epidemic",344668
"1924",200710,"HIGH","Zimbabwe",199084.11,2007,"Extreme temperature ",984572
"1925",200710,"HIGH","Zimbabwe",199084.11,2007,"Flood",171596420
"1926",200710,"HIGH","Zimbabwe",199084.11,2007,"Landslide",8992
"1927",200710,"HIGH","Zimbabwe",199084.11,2007,"Storm",22663531
"1928",200710,"HIGH","Zimbabwe",199084.11,2007,"Volcanic activity",48948
"1929",200710,"HIGH","Zimbabwe",199084.11,2007,"Wildfire",651593
"1930",200711,"HIGH","Bangladesh",14692303,2007,"Drought",1520000
"1931",200711,"HIGH","Bangladesh",14692303,2007,"Earthquake",1275573
"1932",200711,"HIGH","Bangladesh",14692303,2007,"Epidemic",344668
"1933",200711,"HIGH","Bangladesh",14692303,2007,"Extreme temperature ",984572
"1934",200711,"HIGH","Bangladesh",14692303,2007,"Flood",171596420
"1935",200711,"HIGH","Bangladesh",14692303,2007,"Landslide",8992
"1936",200711,"HIGH","Bangladesh",14692303,2007,"Storm",22663531
"1937",200711,"HIGH","Bangladesh",14692303,2007,"Volcanic activity",48948
"1938",200711,"HIGH","Bangladesh",14692303,2007,"Wildfire",651593
"1939",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Drought",1520000
"1940",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Earthquake",1275573
"1941",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Epidemic",344668
"1942",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Extreme temperature ",984572
"1943",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Flood",171596420
"1944",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Landslide",8992
"1945",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Storm",22663531
"1946",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Volcanic activity",48948
"1947",200711,"HIGH","Democratic Republic of the Congo",1219500,2007,"Wildfire",651593
"1948",200711,"HIGH","Dominican Republic",3105354,2007,"Drought",1520000
"1949",200711,"HIGH","Dominican Republic",3105354,2007,"Earthquake",1275573
"1950",200711,"HIGH","Dominican Republic",3105354,2007,"Epidemic",344668
"1951",200711,"HIGH","Dominican Republic",3105354,2007,"Extreme temperature ",984572
"1952",200711,"HIGH","Dominican Republic",3105354,2007,"Flood",171596420
"1953",200711,"HIGH","Dominican Republic",3105354,2007,"Landslide",8992
"1954",200711,"HIGH","Dominican Republic",3105354,2007,"Storm",22663531
"1955",200711,"HIGH","Dominican Republic",3105354,2007,"Volcanic activity",48948
"1956",200711,"HIGH","Dominican Republic",3105354,2007,"Wildfire",651593
"1957",200711,"HIGH","Ethiopia",872224,2007,"Drought",1520000
"1958",200711,"HIGH","Ethiopia",872224,2007,"Earthquake",1275573
"1959",200711,"HIGH","Ethiopia",872224,2007,"Epidemic",344668
"1960",200711,"HIGH","Ethiopia",872224,2007,"Extreme temperature ",984572
"1961",200711,"HIGH","Ethiopia",872224,2007,"Flood",171596420
"1962",200711,"HIGH","Ethiopia",872224,2007,"Landslide",8992
"1963",200711,"HIGH","Ethiopia",872224,2007,"Storm",22663531
"1964",200711,"HIGH","Ethiopia",872224,2007,"Volcanic activity",48948
"1965",200711,"HIGH","Ethiopia",872224,2007,"Wildfire",651593
"1966",200711,"HIGH","Georgia",161599,2007,"Drought",1520000
"1967",200711,"HIGH","Georgia",161599,2007,"Earthquake",1275573
"1968",200711,"HIGH","Georgia",161599,2007,"Epidemic",344668
"1969",200711,"HIGH","Georgia",161599,2007,"Extreme temperature ",984572
"1970",200711,"HIGH","Georgia",161599,2007,"Flood",171596420
"1971",200711,"HIGH","Georgia",161599,2007,"Landslide",8992
"1972",200711,"HIGH","Georgia",161599,2007,"Storm",22663531
"1973",200711,"HIGH","Georgia",161599,2007,"Volcanic activity",48948
"1974",200711,"HIGH","Georgia",161599,2007,"Wildfire",651593
"1975",200711,"HIGH","Mauritania",193654,2007,"Drought",1520000
"1976",200711,"HIGH","Mauritania",193654,2007,"Earthquake",1275573
"1977",200711,"HIGH","Mauritania",193654,2007,"Epidemic",344668
"1978",200711,"HIGH","Mauritania",193654,2007,"Extreme temperature ",984572
"1979",200711,"HIGH","Mauritania",193654,2007,"Flood",171596420
"1980",200711,"HIGH","Mauritania",193654,2007,"Landslide",8992
"1981",200711,"HIGH","Mauritania",193654,2007,"Storm",22663531
"1982",200711,"HIGH","Mauritania",193654,2007,"Volcanic activity",48948
"1983",200711,"HIGH","Mauritania",193654,2007,"Wildfire",651593
"1984",200711,"HIGH","Mexico",1693550,2007,"Drought",1520000
"1985",200711,"HIGH","Mexico",1693550,2007,"Earthquake",1275573
"1986",200711,"HIGH","Mexico",1693550,2007,"Epidemic",344668
"1987",200711,"HIGH","Mexico",1693550,2007,"Extreme temperature ",984572
"1988",200711,"HIGH","Mexico",1693550,2007,"Flood",171596420
"1989",200711,"HIGH","Mexico",1693550,2007,"Landslide",8992
"1990",200711,"HIGH","Mexico",1693550,2007,"Storm",22663531
"1991",200711,"HIGH","Mexico",1693550,2007,"Volcanic activity",48948
"1992",200711,"HIGH","Mexico",1693550,2007,"Wildfire",651593
"1993",200711,"HIGH","Rwanda",416325,2007,"Drought",1520000
"1994",200711,"HIGH","Rwanda",416325,2007,"Earthquake",1275573
"1995",200711,"HIGH","Rwanda",416325,2007,"Epidemic",344668
"1996",200711,"HIGH","Rwanda",416325,2007,"Extreme temperature ",984572
"1997",200711,"HIGH","Rwanda",416325,2007,"Flood",171596420
"1998",200711,"HIGH","Rwanda",416325,2007,"Landslide",8992
"1999",200711,"HIGH","Rwanda",416325,2007,"Storm",22663531
"2000",200711,"HIGH","Rwanda",416325,2007,"Volcanic activity",48948
"2001",200711,"HIGH","Rwanda",416325,2007,"Wildfire",651593
"2002",200711,"HIGH","Zimbabwe",6e+05,2007,"Drought",1520000
"2003",200711,"HIGH","Zimbabwe",6e+05,2007,"Earthquake",1275573
"2004",200711,"HIGH","Zimbabwe",6e+05,2007,"Epidemic",344668
"2005",200711,"HIGH","Zimbabwe",6e+05,2007,"Extreme temperature ",984572
"2006",200711,"HIGH","Zimbabwe",6e+05,2007,"Flood",171596420
"2007",200711,"HIGH","Zimbabwe",6e+05,2007,"Landslide",8992
"2008",200711,"HIGH","Zimbabwe",6e+05,2007,"Storm",22663531
"2009",200711,"HIGH","Zimbabwe",6e+05,2007,"Volcanic activity",48948
"2010",200711,"HIGH","Zimbabwe",6e+05,2007,"Wildfire",651593
"2011",200712,"MED","Bangladesh",5e+06,2007,"Drought",1520000
"2012",200712,"MED","Bangladesh",5e+06,2007,"Earthquake",1275573
"2013",200712,"MED","Bangladesh",5e+06,2007,"Epidemic",344668
"2014",200712,"MED","Bangladesh",5e+06,2007,"Extreme temperature ",984572
"2015",200712,"MED","Bangladesh",5e+06,2007,"Flood",171596420
"2016",200712,"MED","Bangladesh",5e+06,2007,"Landslide",8992
"2017",200712,"MED","Bangladesh",5e+06,2007,"Storm",22663531
"2018",200712,"MED","Bangladesh",5e+06,2007,"Volcanic activity",48948
"2019",200712,"MED","Bangladesh",5e+06,2007,"Wildfire",651593
"2020",200712,"MED","Dominican Republic",774539,2007,"Drought",1520000
"2021",200712,"MED","Dominican Republic",774539,2007,"Earthquake",1275573
"2022",200712,"MED","Dominican Republic",774539,2007,"Epidemic",344668
"2023",200712,"MED","Dominican Republic",774539,2007,"Extreme temperature ",984572
"2024",200712,"MED","Dominican Republic",774539,2007,"Flood",171596420
"2025",200712,"MED","Dominican Republic",774539,2007,"Landslide",8992
"2026",200712,"MED","Dominican Republic",774539,2007,"Storm",22663531
"2027",200712,"MED","Dominican Republic",774539,2007,"Volcanic activity",48948
"2028",200712,"MED","Dominican Republic",774539,2007,"Wildfire",651593
"2029",200712,"MED","Ethiopia",1394589,2007,"Drought",1520000
"2030",200712,"MED","Ethiopia",1394589,2007,"Earthquake",1275573
"2031",200712,"MED","Ethiopia",1394589,2007,"Epidemic",344668
"2032",200712,"MED","Ethiopia",1394589,2007,"Extreme temperature ",984572
"2033",200712,"MED","Ethiopia",1394589,2007,"Flood",171596420
"2034",200712,"MED","Ethiopia",1394589,2007,"Landslide",8992
"2035",200712,"MED","Ethiopia",1394589,2007,"Storm",22663531
"2036",200712,"MED","Ethiopia",1394589,2007,"Volcanic activity",48948
"2037",200712,"MED","Ethiopia",1394589,2007,"Wildfire",651593
"2038",200712,"MED","Mauritania",264290,2007,"Drought",1520000
"2039",200712,"MED","Mauritania",264290,2007,"Earthquake",1275573
"2040",200712,"MED","Mauritania",264290,2007,"Epidemic",344668
"2041",200712,"MED","Mauritania",264290,2007,"Extreme temperature ",984572
"2042",200712,"MED","Mauritania",264290,2007,"Flood",171596420
"2043",200712,"MED","Mauritania",264290,2007,"Landslide",8992
"2044",200712,"MED","Mauritania",264290,2007,"Storm",22663531
"2045",200712,"MED","Mauritania",264290,2007,"Volcanic activity",48948
"2046",200712,"MED","Mauritania",264290,2007,"Wildfire",651593
"2047",200712,"MED","Mozambique",1070014,2007,"Drought",1520000
"2048",200712,"MED","Mozambique",1070014,2007,"Earthquake",1275573
"2049",200712,"MED","Mozambique",1070014,2007,"Epidemic",344668
"2050",200712,"MED","Mozambique",1070014,2007,"Extreme temperature ",984572
"2051",200712,"MED","Mozambique",1070014,2007,"Flood",171596420
"2052",200712,"MED","Mozambique",1070014,2007,"Landslide",8992
"2053",200712,"MED","Mozambique",1070014,2007,"Storm",22663531
"2054",200712,"MED","Mozambique",1070014,2007,"Volcanic activity",48948
"2055",200712,"MED","Mozambique",1070014,2007,"Wildfire",651593
"2056",200712,"MED","Nepal",1e+06,2007,"Drought",1520000
"2057",200712,"MED","Nepal",1e+06,2007,"Earthquake",1275573
"2058",200712,"MED","Nepal",1e+06,2007,"Epidemic",344668
"2059",200712,"MED","Nepal",1e+06,2007,"Extreme temperature ",984572
"2060",200712,"MED","Nepal",1e+06,2007,"Flood",171596420
"2061",200712,"MED","Nepal",1e+06,2007,"Landslide",8992
"2062",200712,"MED","Nepal",1e+06,2007,"Storm",22663531
"2063",200712,"MED","Nepal",1e+06,2007,"Volcanic activity",48948
"2064",200712,"MED","Nepal",1e+06,2007,"Wildfire",651593
"2065",200712,"MED","Republic of the Sudan",6220091,2007,"Drought",1520000
"2066",200712,"MED","Republic of the Sudan",6220091,2007,"Earthquake",1275573
"2067",200712,"MED","Republic of the Sudan",6220091,2007,"Epidemic",344668
"2068",200712,"MED","Republic of the Sudan",6220091,2007,"Extreme temperature ",984572
"2069",200712,"MED","Republic of the Sudan",6220091,2007,"Flood",171596420
"2070",200712,"MED","Republic of the Sudan",6220091,2007,"Landslide",8992
"2071",200712,"MED","Republic of the Sudan",6220091,2007,"Storm",22663531
"2072",200712,"MED","Republic of the Sudan",6220091,2007,"Volcanic activity",48948
"2073",200712,"MED","Republic of the Sudan",6220091,2007,"Wildfire",651593
"2074",200712,"MED","Senegal",348285,2007,"Drought",1520000
"2075",200712,"MED","Senegal",348285,2007,"Earthquake",1275573
"2076",200712,"MED","Senegal",348285,2007,"Epidemic",344668
"2077",200712,"MED","Senegal",348285,2007,"Extreme temperature ",984572
"2078",200712,"MED","Senegal",348285,2007,"Flood",171596420
"2079",200712,"MED","Senegal",348285,2007,"Landslide",8992
"2080",200712,"MED","Senegal",348285,2007,"Storm",22663531
"2081",200712,"MED","Senegal",348285,2007,"Volcanic activity",48948
"2082",200712,"MED","Senegal",348285,2007,"Wildfire",651593
"2083",200712,"MED","Timor-Leste",209571,2007,"Drought",1520000
"2084",200712,"MED","Timor-Leste",209571,2007,"Earthquake",1275573
"2085",200712,"MED","Timor-Leste",209571,2007,"Epidemic",344668
"2086",200712,"MED","Timor-Leste",209571,2007,"Extreme temperature ",984572
"2087",200712,"MED","Timor-Leste",209571,2007,"Flood",171596420
"2088",200712,"MED","Timor-Leste",209571,2007,"Landslide",8992
"2089",200712,"MED","Timor-Leste",209571,2007,"Storm",22663531
"2090",200712,"MED","Timor-Leste",209571,2007,"Volcanic activity",48948
"2091",200712,"MED","Timor-Leste",209571,2007,"Wildfire",651593
"2092",200801,"HIGH","Afghanistan",1444500,2008,"Drought",14480000
"2093",200801,"HIGH","Afghanistan",1444500,2008,"Earthquake",46678403
"2094",200801,"HIGH","Afghanistan",1444500,2008,"Epidemic",195929
"2095",200801,"HIGH","Afghanistan",1444500,2008,"Extreme temperature ",77170502
"2096",200801,"HIGH","Afghanistan",1444500,2008,"Flood",38715406
"2097",200801,"HIGH","Afghanistan",1444500,2008,"Landslide",5000
"2098",200801,"HIGH","Afghanistan",1444500,2008,"Mass movement (dry)",0
"2099",200801,"HIGH","Afghanistan",1444500,2008,"Storm",11635868
"2100",200801,"HIGH","Afghanistan",1444500,2008,"Volcanic activity",30951
"2101",200801,"HIGH","Afghanistan",1444500,2008,"Wildfire",55000
"2102",200801,"HIGH","Colombia",1838333,2008,"Drought",14480000
"2103",200801,"HIGH","Colombia",1838333,2008,"Earthquake",46678403
"2104",200801,"HIGH","Colombia",1838333,2008,"Epidemic",195929
"2105",200801,"HIGH","Colombia",1838333,2008,"Extreme temperature ",77170502
"2106",200801,"HIGH","Colombia",1838333,2008,"Flood",38715406
"2107",200801,"HIGH","Colombia",1838333,2008,"Landslide",5000
"2108",200801,"HIGH","Colombia",1838333,2008,"Mass movement (dry)",0
"2109",200801,"HIGH","Colombia",1838333,2008,"Storm",11635868
"2110",200801,"HIGH","Colombia",1838333,2008,"Volcanic activity",30951
"2111",200801,"HIGH","Colombia",1838333,2008,"Wildfire",55000
"2112",200801,"HIGH","Kenya",7022854,2008,"Drought",14480000
"2113",200801,"HIGH","Kenya",7022854,2008,"Earthquake",46678403
"2114",200801,"HIGH","Kenya",7022854,2008,"Epidemic",195929
"2115",200801,"HIGH","Kenya",7022854,2008,"Extreme temperature ",77170502
"2116",200801,"HIGH","Kenya",7022854,2008,"Flood",38715406
"2117",200801,"HIGH","Kenya",7022854,2008,"Landslide",5000
"2118",200801,"HIGH","Kenya",7022854,2008,"Mass movement (dry)",0
"2119",200801,"HIGH","Kenya",7022854,2008,"Storm",11635868
"2120",200801,"HIGH","Kenya",7022854,2008,"Volcanic activity",30951
"2121",200801,"HIGH","Kenya",7022854,2008,"Wildfire",55000
"2122",200801,"HIGH","Mozambique",4251994,2008,"Drought",14480000
"2123",200801,"HIGH","Mozambique",4251994,2008,"Earthquake",46678403
"2124",200801,"HIGH","Mozambique",4251994,2008,"Epidemic",195929
"2125",200801,"HIGH","Mozambique",4251994,2008,"Extreme temperature ",77170502
"2126",200801,"HIGH","Mozambique",4251994,2008,"Flood",38715406
"2127",200801,"HIGH","Mozambique",4251994,2008,"Landslide",5000
"2128",200801,"HIGH","Mozambique",4251994,2008,"Mass movement (dry)",0
"2129",200801,"HIGH","Mozambique",4251994,2008,"Storm",11635868
"2130",200801,"HIGH","Mozambique",4251994,2008,"Volcanic activity",30951
"2131",200801,"HIGH","Mozambique",4251994,2008,"Wildfire",55000
"2132",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Drought",14480000
"2133",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Earthquake",46678403
"2134",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Epidemic",195929
"2135",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Extreme temperature ",77170502
"2136",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Flood",38715406
"2137",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Landslide",5000
"2138",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Mass movement (dry)",0
"2139",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Storm",11635868
"2140",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Volcanic activity",30951
"2141",200801,"HIGH","Syrian Arab Republic",4999654,2008,"Wildfire",55000
"2142",200802,"HIGH","Afghanistan",8002060,2008,"Drought",14480000
"2143",200802,"HIGH","Afghanistan",8002060,2008,"Earthquake",46678403
"2144",200802,"HIGH","Afghanistan",8002060,2008,"Epidemic",195929
"2145",200802,"HIGH","Afghanistan",8002060,2008,"Extreme temperature ",77170502
"2146",200802,"HIGH","Afghanistan",8002060,2008,"Flood",38715406
"2147",200802,"HIGH","Afghanistan",8002060,2008,"Landslide",5000
"2148",200802,"HIGH","Afghanistan",8002060,2008,"Mass movement (dry)",0
"2149",200802,"HIGH","Afghanistan",8002060,2008,"Storm",11635868
"2150",200802,"HIGH","Afghanistan",8002060,2008,"Volcanic activity",30951
"2151",200802,"HIGH","Afghanistan",8002060,2008,"Wildfire",55000
"2152",200802,"HIGH","Bolivia",2271874.1,2008,"Drought",14480000
"2153",200802,"HIGH","Bolivia",2271874.1,2008,"Earthquake",46678403
"2154",200802,"HIGH","Bolivia",2271874.1,2008,"Epidemic",195929
"2155",200802,"HIGH","Bolivia",2271874.1,2008,"Extreme temperature ",77170502
"2156",200802,"HIGH","Bolivia",2271874.1,2008,"Flood",38715406
"2157",200802,"HIGH","Bolivia",2271874.1,2008,"Landslide",5000
"2158",200802,"HIGH","Bolivia",2271874.1,2008,"Mass movement (dry)",0
"2159",200802,"HIGH","Bolivia",2271874.1,2008,"Storm",11635868
"2160",200802,"HIGH","Bolivia",2271874.1,2008,"Volcanic activity",30951
"2161",200802,"HIGH","Bolivia",2271874.1,2008,"Wildfire",55000
"2162",200802,"HIGH","Burkina Faso",3399999,2008,"Drought",14480000
"2163",200802,"HIGH","Burkina Faso",3399999,2008,"Earthquake",46678403
"2164",200802,"HIGH","Burkina Faso",3399999,2008,"Epidemic",195929
"2165",200802,"HIGH","Burkina Faso",3399999,2008,"Extreme temperature ",77170502
"2166",200802,"HIGH","Burkina Faso",3399999,2008,"Flood",38715406
"2167",200802,"HIGH","Burkina Faso",3399999,2008,"Landslide",5000
"2168",200802,"HIGH","Burkina Faso",3399999,2008,"Mass movement (dry)",0
"2169",200802,"HIGH","Burkina Faso",3399999,2008,"Storm",11635868
"2170",200802,"HIGH","Burkina Faso",3399999,2008,"Volcanic activity",30951
"2171",200802,"HIGH","Burkina Faso",3399999,2008,"Wildfire",55000
"2172",200802,"HIGH","Cameroon",6720266,2008,"Drought",14480000
"2173",200802,"HIGH","Cameroon",6720266,2008,"Earthquake",46678403
"2174",200802,"HIGH","Cameroon",6720266,2008,"Epidemic",195929
"2175",200802,"HIGH","Cameroon",6720266,2008,"Extreme temperature ",77170502
"2176",200802,"HIGH","Cameroon",6720266,2008,"Flood",38715406
"2177",200802,"HIGH","Cameroon",6720266,2008,"Landslide",5000
"2178",200802,"HIGH","Cameroon",6720266,2008,"Mass movement (dry)",0
"2179",200802,"HIGH","Cameroon",6720266,2008,"Storm",11635868
"2180",200802,"HIGH","Cameroon",6720266,2008,"Volcanic activity",30951
"2181",200802,"HIGH","Cameroon",6720266,2008,"Wildfire",55000
"2182",200802,"HIGH","Central African Republic",999983,2008,"Drought",14480000
"2183",200802,"HIGH","Central African Republic",999983,2008,"Earthquake",46678403
"2184",200802,"HIGH","Central African Republic",999983,2008,"Epidemic",195929
"2185",200802,"HIGH","Central African Republic",999983,2008,"Extreme temperature ",77170502
"2186",200802,"HIGH","Central African Republic",999983,2008,"Flood",38715406
"2187",200802,"HIGH","Central African Republic",999983,2008,"Landslide",5000
"2188",200802,"HIGH","Central African Republic",999983,2008,"Mass movement (dry)",0
"2189",200802,"HIGH","Central African Republic",999983,2008,"Storm",11635868
"2190",200802,"HIGH","Central African Republic",999983,2008,"Volcanic activity",30951
"2191",200802,"HIGH","Central African Republic",999983,2008,"Wildfire",55000
"2192",200802,"HIGH","Djibouti",2313209,2008,"Drought",14480000
"2193",200802,"HIGH","Djibouti",2313209,2008,"Earthquake",46678403
"2194",200802,"HIGH","Djibouti",2313209,2008,"Epidemic",195929
"2195",200802,"HIGH","Djibouti",2313209,2008,"Extreme temperature ",77170502
