name	normalname	country	latitude	longitude	population
Mikhaylovka	Mikhaylovka	RU	50.06	43.2379	58898
Mikhalkovo	Mikhalkovo	RU	55.68333	37.43333	30000
Michurinsk	Michurinsk	RU	52.8978	40.4907	93499
Metallostroy	Metallostroy	RU	59.80083	30.54778	26361
Menzelinsk	Menzelinsk	RU	55.72706	53.10258	16858
Mendeleyevsk	Mendeleyevsk	RU	55.90819	52.29047	22969
Meleuz	Meleuz	RU	52.96467	55.93277	65362
Melenki	Melenki	RU	55.3343	41.6295	15902
Medvezh’yegorsk	Medvezh’yegorsk	RU	62.91713	34.45689	16551
Medvedovskaya	Medvedovskaya	RU	45.45151	39.02485	16941
Medvedevo	Medvedevo	RU	56.63388	47.80405	16407
Mednogorsk	Mednogorsk	RU	51.4128	57.595	30676
Maykop	Maykop	RU	44.60778	40.10583	158451
Matveyevskoye	Matveyevskoye	RU	55.71112	37.47502	30000
Marks	Marks	RU	51.71111	46.74861	32929
Mar’ino	Mar’ino	RU	55.65	37.71667	243000
Mar’ina Roshcha	Mar’ina Roshcha	RU	55.8	37.61667	66000
Manturovo	Manturovo	RU	58.32889	44.76406	18817
Yaroslavskiy	Yaroslavskiy	RU	55.88333	37.71667	91000
Maloyaroslavets	Maloyaroslavets	RU	55.01457	36.47185	32669
Malgobek	Malgobek	RU	43.51118	44.58821	43400
Malakhovka	Malakhovka	RU	55.64776	38.02486	18399
Makhachkala	Makhachkala	RU	42.97638	47.50236	497959
Magnitogorsk	Magnitogorsk	RU	53.41861	59.04722	413351
Lyudinovo	Lyudinovo	RU	53.86639	34.44778	41392
Lyublino	Lyublino	RU	55.67923	37.7525	172000
Lyubertsy	Lyubertsy	RU	55.67719	37.89322	154650
Lytkarino	Lytkarino	RU	55.58271	37.90516	50619
Lys’va	Lys’va	RU	58.10861	57.80528	68660
Lyskovo	Lyskovo	RU	56.03282	45.0422	23570
Luzhniki	Luzhniki	RU	55.71599	37.55376	30000
Lukhovitsy	Lukhovitsy	RU	54.97661	39.0444	32387
Luga	Luga	RU	58.73722	29.84528	40114
Losino-Petrovskiy	Losino-Petrovskiy	RU	55.86959	38.20065	22116
Lomonosov	Lomonosov	RU	59.90612	29.77253	42505
Lodeynoye Pole	Lodeynoye Pole	RU	60.726	33.55306	22164
Lobnya	Lobnya	RU	56.00972	37.48194	61772
Livny	Livny	RU	52.42534	37.60689	52915
Liski	Liski	RU	50.98405	39.51545	55939
Lipetsk	Lipetsk	RU	52.60311	39.57076	515655
Likino-Dulevo	Likino-Dulevo	RU	55.7083	38.9542	31100
Likhobory	Likhobory	RU	55.85	37.56667	50000
Lianozovo	Lianozovo	RU	55.89783	37.5868	86000
L’govskiy	L’govskiy	RU	51.63069	35.2775	23500
Levoberezhnaya	Levoberezhnaya	RU	55.88333	37.48333	50000
Komendantsky aerodrom	Komendantsky aerodrom	RU	60.00448	30.27523	84052
Lermontov	Lermontov	RU	44.10667	42.97333	23369
Leonovo	Leonovo	RU	55.85	37.65	30000
Leninskiye Gory	Leninskiye Gory	RU	55.7	37.56667	30000
Leninsk	Leninsk	RU	48.70233	45.19798	15167
Leninogorsk	Leninogorsk	RU	54.60256	52.46087	66263
Tsaritsyno	Tsaritsyno	RU	55.6254	37.65032	123000
Leningradskaya	Leningradskaya	RU	46.3214	39.3877	38712
Yubileyny	Yubileyny	RU	55.93333	37.83333	32508
Lefortovo	Lefortovo	RU	55.76667	37.7	91000
Lebedyan’	Lebedyan’	RU	53.01942	39.16639	22970
Lazarevskoye	Lazarevskoye	RU	43.90886	39.33137	30000
Lakinsk	Lakinsk	RU	56.01931	39.94848	16706
Labinsk	Labinsk	RU	44.63417	40.73556	61945
Dugulubgey	Dugulubgey	RU	43.6625	43.53694	20965
Kuznetsk	Kuznetsk	RU	53.11675	46.60037	90480
Kuz’minki	Kuz’minki	RU	55.7	37.8	143000
Kuvandyk	Kuvandyk	RU	51.4781	57.3552	28706
Kuskovo	Kuskovo	RU	55.73423	37.82616	30000
Kushva	Kushva	RU	58.29056	59.75917	34058
Kushchëvskaya	Kushchëvskaya	RU	46.5599	39.6321	29915
Kusa	Kusa	RU	55.33833	59.44056	19818
Kur’yanovo	Kur’yanovo	RU	55.65	37.7	30000
Kursk	Kursk	RU	51.73733	36.18735	409431
Kurovskoye	Kurovskoye	RU	55.58183	38.91994	19173
Kurganinsk	Kurganinsk	RU	44.88	40.59861	47681
Kurchatov	Kurchatov	RU	51.6601	35.6521	46600
Kurchaloy	Kurchaloy	RU	43.20184	46.0881	20903
Kupchino	Kupchino	RU	59.85278	30.35667	54198
Kungur	Kungur	RU	57.4368	56.9593	66389
Kumertau	Kumertau	RU	52.76667	55.78333	65321
Kulebaki	Kulebaki	RU	55.41333	42.5325	37622
Kukmor	Kukmor	RU	56.1855	50.8944	16795
Kudymkar	Kudymkar	RU	59.01306	54.65556	31596
Kudepsta	Kudepsta	RU	43.49547	39.89294	17000
Kubinka	Kubinka	RU	55.57957	36.70392	25942
Kstovo	Kstovo	RU	56.14733	44.19787	67242
Krymsk	Krymsk	RU	44.92934	37.99117	57555
Kropotkin	Kropotkin	RU	45.4375	40.57556	79599
Kronshtadt	Kronshtadt	RU	59.99541	29.76668	43005
Krasnyy Sulin	Krasnyy Sulin	RU	47.89221	40.07037	44133
Biryulëvo Zapadnoye	Biryulëvo Zapadnoye	RU	55.58766	37.64282	89000
Krasnoye Selo	Krasnoye Selo	RU	59.73833	30.08944	44323
Krasnovishersk	Krasnovishersk	RU	60.40783	57.08199	18185
Krasnoufimsk	Krasnoufimsk	RU	56.60585	57.76686	43121
Krasnokamsk	Krasnokamsk	RU	58.0796	55.7552	52689
Krasnogvardeyskoye	Krasnogvardeyskoye	RU	45.84604	41.51885	16169
Krasnogorsk	Krasnogorsk	RU	55.82036	37.33017	92932
Krasnodar	Krasnodar	RU	45.04484	38.97603	649851
Krasnoarmeyskaya	Krasnoarmeyskaya	RU	45.36614	38.21171	29009
Krasnoarmeysk	Krasnoarmeysk	RU	51.02389	45.69694	25841
Presnenskiy	Presnenskiy	RU	55.75	37.55	122000
Koz’modem’yansk	Koz’modem’yansk	RU	56.3419	46.56353	22700
Kozhukhovo	Kozhukhovo	RU	55.7	37.66667	50000
Kozeyevo	Kozeyevo	RU	55.86667	37.61667	50000
Kozel’sk	Kozel’sk	RU	54.03746	35.77159	19500
Kovylkino	Kovylkino	RU	54.03876	43.91385	21400
Kovrov	Kovrov	RU	56.35722	41.31917	154224
Kovdor	Kovdor	RU	67.56616	30.47576	19518
Kotovsk	Kotovsk	RU	52.58666	41.5021	33077
Kotovo	Kotovo	RU	50.32113	44.80119	26981
Kotlas	Kotlas	RU	61.25745	46.64963	59180
Kotel’nikovo	Kotel’nikovo	RU	47.63009	43.14068	19622
Kotel’niki	Kotel’niki	RU	55.63546	37.8445	18300
Kotel’nich	Kotel’nich	RU	58.3089	48.348	27600
Kostroma	Kostroma	RU	57.76647	40.92686	277656
Kostomuksha	Kostomuksha	RU	64.571	30.57667	30135
Kosaya Gora	Kosaya Gora	RU	54.11896	37.54459	17836
Koryazhma	Koryazhma	RU	61.31433	47.16914	42627
Korenovsk	Korenovsk	RU	45.46899	39.45136	41665
Konstantinovsk	Konstantinovsk	RU	47.58278	41.09222	18876
Kondrovo	Kondrovo	RU	54.80639	35.92778	17151
Kondopoga	Kondopoga	RU	62.20565	34.26138	34360
Konakovo	Konakovo	RU	56.7	36.76667	42239
Kommunar	Kommunar	RU	59.62056	30.39	17358
Kolpino	Kolpino	RU	59.75069	30.58856	138979
Kolomyagi	Kolomyagi	RU	60.02427	30.28491	39945
Kolomna	Kolomna	RU	55.07944	38.77833	147690
Kolomenskoye	Kolomenskoye	RU	55.66667	37.68333	30000
Kol’chugino	Kol’chugino	RU	56.29929	39.38304	45912
Kokhma	Kokhma	RU	56.93487	41.0915	28984
Klintsy	Klintsy	RU	52.76019	32.23935	66336
Klin	Klin	RU	56.33333	36.73333	80778
Klimovsk	Klimovsk	RU	55.36352	37.52984	55206
Kizlyar	Kizlyar	RU	43.84712	46.71445	50564
Kizilyurt	Kizilyurt	RU	43.20697	46.8679	33411
Kizel	Kizel	RU	59.04709	57.64767	21807
Kislovodsk	Kislovodsk	RU	43.91333	42.72083	132771
Kirzhach	Kirzhach	RU	56.15273	38.85509	30566
Kirsanov	Kirsanov	RU	52.65494	42.72236	17975
Kirovsk	Kirovsk	RU	67.61475	33.67274	29605
Kirovo-Chepetsk	Kirovo-Chepetsk	RU	58.55386	50.03986	90252
Kirov	Kirov	RU	58.59665	49.66007	457383
Kirishi	Kirishi	RU	59.44712	32.02049	56190
Kireyevsk	Kireyevsk	RU	53.93361	37.92792	25513
Kingisepp	Kingisepp	RU	59.37331	28.61343	50566
Kineshma	Kineshma	RU	57.43914	42.12894	92983
Kinel’-Cherkassy	Kinel’-Cherkassy	RU	53.4706	51.47431	18393
Kinel’	Kinel’	RU	53.22571	50.62907	34336
Kimry	Kimry	RU	56.86667	37.35	52070
Kimovsk	Kimovsk	RU	53.97164	38.53186	31947
Khot'kovo	Khot'kovo	RU	56.25699	37.99544	20872
Khosta	Khosta	RU	43.51484	39.86825	20000
Khoroshëvo-Mnevniki	Khoroshëvo-Mnevniki	RU	55.78363	37.47137	159000
Kholmskiy	Kholmskiy	RU	44.84694	38.385	17494
Khimki	Khimki	RU	55.89704	37.42969	142618
Khasavyurt	Khasavyurt	RU	43.2509	46.58766	126829
Kharabali	Kharabali	RU	47.41958	47.25678	18223
Khadyzhensk	Khadyzhensk	RU	44.4258	39.5362	21685
Kazan	Kazan	RU	55.78874	49.12214	1104738
Katav-Ivanovsk	Katav-Ivanovsk	RU	54.75306	58.19556	19339
Kastanayevo	Kastanayevo	RU	55.71667	37.5	20000
Kaspiysk	Kaspiysk	RU	42.88165	47.63919	81752
Kasimov	Kasimov	RU	54.94111	41.39528	35355
Kashira	Kashira	RU	54.84444	38.16694	40084
Kashin	Kashin	RU	57.35917	37.60806	16598
Karachev	Karachev	RU	53.12292	34.98517	19757
Karachayevsk	Karachayevsk	RU	43.77399	41.91419	20264
Karabulak	Karabulak	RU	43.30513	44.89949	34511
Karabanovo	Karabanovo	RU	56.31667	38.7	15615
Kapotnya	Kapotnya	RU	55.63806	37.79306	29594
Kantyshevo	Kantyshevo	RU	43.22824	44.63322	17363
Kanevskaya	Kanevskaya	RU	46.0849	38.9596	45334
Kandalaksha	Kandalaksha	RU	67.162	32.41229	38431
Kanash	Kanash	RU	55.50962	47.49127	49886
Kamyzyak	Kamyzyak	RU	46.10995	48.07364	16191
Kamyshin	Kamyshin	RU	50.09833	45.41601	128626
Kamensk-Shakhtinskiy	Kamensk-Shakhtinskiy	RU	48.31779	40.25948	75814
Kaluga	Kaluga	RU	54.5293	36.27542	338978
Kalininsk	Kalininsk	RU	51.5	44.4758	18685
Korolev	Korolev	RU	55.91417	37.82556	139798
Kaliningrad	Kaliningrad	RU	54.70649	20.51095	434954
Kalach-na-Donu	Kalach-na-Donu	RU	48.69099	43.52638	27522
Kalach	Kalach	RU	50.4258	41.0261	20449
Kachkanar	Kachkanar	RU	58.7002	59.4839	43983
Kabanovo	Kabanovo	RU	55.74815	38.93511	23414
Izobil’nyy	Izobil’nyy	RU	45.37092	41.70839	39022
Izmaylovo	Izmaylovo	RU	55.78677	37.80165	104000
Izhevsk	Izhevsk	RU	56.84976	53.20448	631038
Izberbash	Izberbash	RU	42.56955	47.86447	42121
Ivanteyevka	Ivanteyevka	RU	55.97111	37.92083	51085
Ivanovskoye	Ivanovskoye	RU	55.76667	37.83333	128000
Ivanovo	Ivanovo	RU	56.99719	40.97139	420839
Istra	Istra	RU	55.91997	36.86867	33390
Ishimbay	Ishimbay	RU	53.45446	56.04149	70421
Ipatovo	Ipatovo	RU	45.71806	42.90361	29073
Inza	Inza	RU	53.85672	46.35622	19737
Inozemtsevo	Inozemtsevo	RU	44.09264	43.09113	28779
Il’skiy	Il’skiy	RU	44.84222	38.56686	22970
Igra	Igra	RU	57.5549	53.0544	22033
Gus’-Khrustal’nyy	Gus’-Khrustal’nyy	RU	55.61113	40.65186	62746
Gusev	Gusev	RU	54.59222	22.19972	28690
Gul’kevichi	Gul’kevichi	RU	45.35383	40.69465	34953
Gukovo	Gukovo	RU	48.06212	39.9355	66079
Gudermes	Gudermes	RU	43.35071	46.10925	32769
Gubkin	Gubkin	RU	51.28167	37.54583	87000
Gubakha	Gubakha	RU	58.83862	57.55325	26605
Gryazovets	Gryazovets	RU	58.88	40.2525	16133
Gryazi	Gryazi	RU	52.49657	39.93593	47413
Groznyy	Groznyy	RU	43.31195	45.68895	226100
Gribanovskiy	Gribanovskiy	RU	51.45792	41.97637	17220
Grazhdanka	Grazhdanka	RU	60.03587	30.40518	71128
Goryachiy Klyuch	Goryachiy Klyuch	RU	44.63083	39.13	28078
Goryachevodskiy	Goryachevodskiy	RU	44.02361	43.09222	35075
Gorodishche	Gorodishche	RU	48.80454	44.47439	19509
Gorodets	Gorodets	RU	56.65493	43.47273	31788
Gorelovo	Gorelovo	RU	59.77472	30.11971	22503
Gol’yanovo	Gol’yanovo	RU	55.82299	37.81306	158000
Golitsyno	Golitsyno	RU	55.60928	36.98212	16056
Glazov	Glazov	RU	58.1393	52.658	100676
Giaginskaya	Giaginskaya	RU	44.86208	40.07195	15169
Georgiyevsk	Georgiyevsk	RU	44.15194	43.46972	72649
Gelendzhik	Gelendzhik	RU	44.5622	38.0848	50715
Gay	Gay	RU	51.4666	58.4552	41619
Gavrilov-Yam	Gavrilov-Yam	RU	57.30185	39.85331	18618
Gatchina	Gatchina	RU	59.57639	30.12833	89761
Galich	Galich	RU	58.37884	42.34633	18594
Gagarin	Gagarin	RU	55.55291	34.99537	28879
Furmanov	Furmanov	RU	57.25363	41.10849	38380
Fryazino	Fryazino	RU	55.96056	38.04556	52255
Fryazevo	Fryazevo	RU	55.73321	38.46458	53212
Frolovo	Frolovo	RU	49.77133	43.66222	40882
Fili	Fili	RU	55.74819	37.47969	80000
Ezhva	Ezhva	RU	61.81281	50.72834	56000
Engel’s	Engel’s	RU	51.48389	46.10528	196011
Enem	Enem	RU	44.9264	38.90584	17665
Elista	Elista	RU	46.30778	44.25583	106971
Elektrougli	Elektrougli	RU	55.72445	38.20908	20000
Elektrostal’	Elektrostal’	RU	55.78959	38.44671	144387
Elektrogorsk	Elektrogorsk	RU	55.88431	38.7864	20724
Ekazhevo	Ekazhevo	RU	43.21222	44.82306	25549
Dzerzhinskiy	Dzerzhinskiy	RU	55.62945	37.85654	41146
Dzerzhinsk	Dzerzhinsk	RU	56.24143	43.45539	256537
Dyurtyuli	Dyurtyuli	RU	55.49106	54.86883	31087
Dyat’kovo	Dyat’kovo	RU	53.59782	34.33825	33200
Dubovka	Dubovka	RU	49.05825	44.829	15217
Dubna	Dubna	RU	56.73333	37.16667	60604
Dorogomilovo	Dorogomilovo	RU	55.75	37.56667	68000
Donskoye	Donskoye	RU	45.45518	41.97411	15469
Donskoy	Donskoy	RU	53.97106	38.33627	31968
Donetsk	Donetsk	UA	48.023	37.80224	1024700
Domodedovo	Domodedovo	RU	55.4413	37.75367	53887
Dolgoprudnyy	Dolgoprudnyy	RU	55.94958	37.50183	68259
Dobryanka	Dobryanka	RU	58.4644	56.4127	33291
Dmitrov	Dmitrov	RU	56.34485	37.52041	61607
Divnoye	Divnoye	RU	45.90889	43.35472	15700
Dinskaya	Dinskaya	RU	45.21516	39.2265	34573
Desnogorsk	Desnogorsk	RU	54.15077	33.28151	32451
Derbent	Derbent	RU	42.06779	48.28987	105965
Zapadnoye Degunino	Zapadnoye Degunino	RU	55.86667	37.53333	79000
Dedovsk	Dedovsk	RU	55.86861	37.12222	27001
Davydkovo	Davydkovo	RU	55.71815	37.47271	30000
Davlekanovo	Davlekanovo	RU	54.22145	55.03434	23952
Dankov	Dankov	RU	53.25155	39.15553	22913
Danilov	Danilov	RU	58.1908	40.17171	16808
Dagestanskiye Ogni	Dagestanskiye Ogni	RU	42.11589	48.19204	27835
Dachnoye	Dachnoye	RU	59.84167	30.25583	72822
Chusovoy	Chusovoy	RU	58.3013	57.8131	50205
Chudovo	Chudovo	RU	59.11667	31.68333	17377
Chistopol’	Chistopol’	RU	55.36311	50.64244	62200
Chishmy	Chishmy	RU	54.57648	55.37642	22000
Chernyanka	Chernyanka	RU	50.94095	37.80693	15261
Chernyakhovsk	Chernyakhovsk	RU	54.63345	21.81557	45187
Chernushka	Chernushka	RU	56.50722	56.07661	35942
Chernogolovka	Chernogolovka	RU	56	38.36667	20483
Cherkessk	Cherkessk	RU	44.22333	42.05778	116224
Cherepovets	Cherepovets	RU	59.13333	37.9	315738
Cherëmushki	Cherëmushki	RU	55.66473	37.56135	101000
Chekhov	Chekhov	RU	55.1477	37.47728	75643
Chegem	Chegem	RU	43.28333	43.13333	18429
Cheboksary	Cheboksary	RU	56.13222	47.25194	446781
Chaykovskiy	Chaykovskiy	RU	56.76864	54.11484	86712
Chapayevsk	Chapayevsk	RU	52.9771	49.7086	70147
Buzuluk	Buzuluk	RU	52.7807	52.2635	87714
Buy	Buy	RU	58.48067	41.53699	26486
Buturlinovka	Buturlinovka	RU	50.82389	40.60917	28581
Businovo	Businovo	RU	55.88333	37.5	50000
Buinsk	Buinsk	RU	54.97119	48.29184	20266
Buguruslan	Buguruslan	RU	53.6554	52.442	53511
Bugul’ma	Bugul’ma	RU	54.5378	52.7985	91900
Budënnovsk	Budënnovsk	RU	44.78389	44.16583	67962
Bryukhovetskaya	Bryukhovetskaya	RU	45.80603	38.99959	22309
Bryansk	Bryansk	RU	53.25209	34.37167	427236
Bronnitsy	Bronnitsy	RU	55.42112	38.26188	18645
Borovichi	Borovichi	RU	58.38778	33.91546	56571
Borisoglebsk	Borisoglebsk	RU	51.36713	42.08494	68597
Bol’shaya Setun’	Bol’shaya Setun’	RU	55.71667	37.41667	20000
Bologoye	Bologoye	RU	57.8799	34.10681	25142
Boksitogorsk	Boksitogorsk	RU	59.47405	33.84853	17366
Boguchar	Boguchar	RU	49.93577	40.545	15048
Bogorodskoye	Bogorodskoye	RU	55.81353	37.71617	103000
Bogorodsk	Bogorodsk	RU	56.10513	43.51294	36652
Bogoroditsk	Bogoroditsk	RU	53.77166	38.12408	30216
Bobrov	Bobrov	RU	51.09611	40.03333	20587
Blagoveshchensk	Blagoveshchensk	RU	50.27961	127.5405	221296
Blagodarnyy	Blagodarnyy	RU	45.09778	43.43639	35995
Biryulëvo	Biryulëvo	RU	55.58635	37.67781	144000
Birsk	Birsk	RU	55.42111	55.54278	41014
Bibirevo	Bibirevo	RU	55.88333	37.6	159000
Bezhetsk	Bezhetsk	RU	57.78506	36.69651	28114
Bezenchuk	Bezenchuk	RU	52.982	49.4333	23736
Beslan	Beslan	RU	43.19217	44.54313	35604
Berezniki	Berezniki	RU	59.4091	56.8204	167748
Beloretsk	Beloretsk	RU	53.96306	58.39806	70468
Belorechensk	Belorechensk	RU	44.77127	39.87879	54526
Beloozërskiy	Beloozërskiy	RU	55.45978	38.44358	18007
Belgorod	Belgorod	RU	50.61074	36.58015	345289
Belëv	Belëv	RU	53.81194	36.13194	15300
Belebey	Belebey	RU	54.11667	54.11667	62582
Belaya Kalitva	Belaya Kalitva	RU	48.18585	40.77424	47521
Belaya Glina	Belaya Glina	RU	46.07802	40.86651	17997
Baymak	Baymak	RU	52.59333	58.3225	17493
Bavly	Bavly	RU	54.39304	53.26023	22982
Bataysk	Bataysk	RU	47.13975	39.75181	109962
Barysh	Barysh	RU	53.65533	47.11229	18547
Balezino	Balezino	RU	57.9787	53.0138	16618
Balashov	Balashov	RU	51.5502	43.1667	98107
Balashikha	Balashikha	RU	55.80945	37.95806	150103
Balakovo	Balakovo	RU	52.02782	47.8007	199572
Novaya Balakhna	Novaya Balakhna	RU	56.48989	43.60114	63083
Balabanovo	Balabanovo	RU	55.18161	36.6606	24232
Baksan	Baksan	RU	43.68806	43.53694	37519
Bakal	Bakal	RU	54.9417	58.8083	21762
Bagayevskaya	Bagayevskaya	RU	47.32411	40.38791	15300
Babushkin	Babushkin	RU	55.86931	37.72966	86000
Azov	Azov	RU	47.10779	39.41648	82133
Avtury	Avtury	RU	43.16354	46.0012	18370
Avtovo	Avtovo	RU	59.87167	30.26583	44667
Atkarsk	Atkarsk	RU	51.87185	45.00775	27554
Astrakhan	Astrakhan	RU	46.34968	48.04076	502533
Asha	Asha	RU	54.9973	57.2722	33006
Arzgir	Arzgir	RU	45.37278	44.22056	15838
Arzamas	Arzamas	RU	55.39485	43.83992	109479
Arsk	Arsk	RU	56.09151	49.87783	17243
Arkhangel’sk	Arkhangel’sk	RU	64.5401	40.5433	356051
Argun	Argun	RU	43.29713	45.87454	28100
Ardon	Ardon	RU	43.1772	44.29702	18313
Apsheronsk	Apsheronsk	RU	44.46472	39.73417	40451
Aprelevka	Aprelevka	RU	55.55194	37.0801	17780
Apatity	Apatity	RU	67.56414	33.4031	61186
Anna	Anna	RU	51.4842	40.4299	19148
Andreyevskoye	Andreyevskoye	RU	55.55487	37.92566	20000
Anapa	Anapa	RU	44.89084	37.3239	53600
Amin’yevo	Amin’yevo	RU	55.7	37.46667	30000
Al’met’yevsk	Al’met’yevsk	RU	54.90442	52.3154	140437
Aleksin	Aleksin	RU	54.50503	37.0674	66885
Alekseyevka	Alekseyevka	RU	55.63	37.8	78000
Aleksandrovskoye	Aleksandrovskoye	RU	44.71417	43.00083	28006
Aleksandrovsk	Aleksandrovsk	RU	59.1581	57.5695	15486
Aleksandrov	Aleksandrov	RU	56.39516	38.71216	64088
Alatyr’	Alatyr’	RU	54.8421	46.5813	42156
Levoberezhnyy	Levoberezhnyy	RU	55.85	37.48333	52000
Aksay	Aksay	RU	47.25838	39.86675	38871
Akhtyrskiy	Akhtyrskiy	RU	44.8546	38.3031	19468
Akhtubinsk	Akhtubinsk	RU	48.27955	46.17217	44551
Agryz	Agryz	RU	56.52034	52.99422	18601
Afipskiy	Afipskiy	RU	44.90005	38.84265	18209
Adler	Adler	RU	43.42896	39.92391	70200
Achkhoy-Martan	Achkhoy-Martan	RU	43.18997	45.28373	16779
Abinsk	Abinsk	RU	44.86803	38.15728	34668
Abdulino	Abdulino	RU	53.7	53.66667	21195
Vasil’yevo	Vasil’yevo	RU	55.83595	48.6582	16800
Ryl’sk	Ryl’sk	RU	51.5655	34.6822	17007
Neftekumsk	Neftekumsk	RU	44.75583	44.9925	27716
Alagir	Alagir	RU	43.04222	44.22222	19665
Persianovka	Persianovka	RU	47.52972	39.41833	15730
Dagomys	Dagomys	RU	43.66974	39.66863	20000
Pavlovo	Pavlovo	RU	55.9686	43.0912	63338
Belidzhi	Belidzhi	RU	41.89184	48.41247	16078
Lesnoy	Lesnoy	RU	57.6198	63.0784	55100
Trëkhgornyy	Trëkhgornyy	RU	54.815	58.45917	34500
Znamensk	Znamensk	RU	48.5842	45.7338	31922
Kochubeyevskoye	Kochubeyevskoye	RU	44.64417	41.84528	28491
Moskovskiy	Moskovskiy	TJ	37.60931	68.58094	22100
Usinsk	Usinsk	RU	65.99389	57.52806	44078
Obukhovo	Obukhovo	RU	59.84389	30.45111	45664
Staryy Malgobek	Staryy Malgobek	RU	43.54437	44.59592	46334
Zavodoukovsk	Zavodoukovsk	RU	56.5042	66.55153	25682
Zarinsk	Zarinsk	RU	53.7074	84.9493	52209
Yuzhnyy	Yuzhnyy	RU	53.25417	83.69361	19515
Yuzhnoural’sk	Yuzhnoural’sk	RU	54.4418	61.2536	39200
Yurga	Yurga	RU	55.72306	84.88611	84220
Yeniseysk	Yeniseysk	RU	58.44937	92.17968	19920
Yemanzhelinsk	Yemanzhelinsk	RU	54.75472	61.32083	29849
Yekaterinburg	Yekaterinburg	RU	56.8519	60.6122	1349772
Yashkino	Yashkino	RU	55.8736	85.4265	15197
Yarovoye	Yarovoye	RU	52.9273	78.58	21195
Yalutorovsk	Yalutorovsk	RU	56.65358	66.30057	35892
Vorkuta	Vorkuta	RU	67.49884	64.05253	80039
Vorgashor	Vorgashor	RU	67.58355	63.79399	18946
Verkhnyaya Salda	Verkhnyaya Salda	RU	58.04874	60.55949	48992
Verkhnyaya Pyshma	Verkhnyaya Pyshma	RU	56.97047	60.58219	59061
Verkhniy Ufaley	Verkhniy Ufaley	RU	56.0556	60.2397	33245
Uzhur	Uzhur	RU	55.31246	89.83301	15637
Zelenogorsk	Zelenogorsk	RU	56.1124	94.5985	71354
Uray	Uray	RU	60.13044	64.78896	39878
Tyumen	Tyumen	RU	57.15222	65.52722	519119
Turinsk	Turinsk	RU	58.04575	63.69605	18555
Topki	Topki	RU	55.2769	85.6163	30572
Tomsk	Tomsk	RU	56.49771	84.97437	485519
Toguchin	Toguchin	RU	55.23528	84.38583	21886
Tobol’sk	Tobol’sk	RU	58.19807	68.25457	113800
Tayshet	Tayshet	RU	55.9342	98.0044	37766
Tayga	Tayga	RU	56.06402	85.62238	24328
Tavda	Tavda	RU	58.04254	65.27258	39480
Tatarsk	Tatarsk	RU	55.21903	75.98283	25150
Tashtagol	Tashtagol	RU	52.7657	87.8894	22779
Tarko-Sale	Tarko-Sale	RU	64.91611	77.77457	18568
Tara	Tara	RU	56.89436	74.37096	26986
Talnakh	Talnakh	RU	69.4865	88.3972	59051
Tal’menka	Tal’menka	RU	53.8183	83.5677	18900
Talitsa	Talitsa	RU	56.8804	60.0213	19100
Sysert’	Sysert’	RU	56.50243	60.81917	21942
Suzun	Suzun	RU	53.7841	82.3116	15365
Surgut	Surgut	RU	61.25	73.41667	300367
Sukhoy Log	Sukhoy Log	RU	56.9094	62.0296	36329
Strezhevoy	Strezhevoy	RU	60.7333	77.5889	44784
Sredneuralsk	Sredneuralsk	RU	56.98921	60.46662	20169
Sovetskiy	Sovetskiy	RU	61.36139	63.58417	23685
Sosnovoborsk	Sosnovoborsk	RU	56.1217	93.3385	31632
Slavgorod	Slavgorod	RU	52.9978	78.6449	34141
Shushenskoye	Shushenskoye	RU	53.325	91.93556	18770
Shumikha	Shumikha	RU	55.22611	63.29611	18499
Sharypovo	Sharypovo	RU	55.54028	89.20083	42773
Shadrinsk	Shadrinsk	RU	56.0852	63.6335	79479
Serov	Serov	RU	59.60334	60.5787	98438
Sayanogorsk	Sayanogorsk	RU	53.0875	91.39972	49939
Salekhard	Salekhard	RU	66.53	66.60194	38025
Rubtsovsk	Rubtsovsk	RU	51.51473	81.20613	161065
Rezh	Rezh	RU	57.37005	61.40428	39216
Reftinskiy	Reftinskiy	RU	57.09013	61.67692	17673
Promyshlennaya	Promyshlennaya	RU	54.9159	85.6385	17216
Prokop’yevsk	Prokop’yevsk	RU	53.9059	86.719	219000
Poykovskiy	Poykovskiy	RU	61.23333	73.33333	28080
Polysayevo	Polysayevo	RU	54.6012	86.2459	28026
Polevskoy	Polevskoy	RU	56.44222	60.18778	65770
Plast	Plast	RU	54.36914	60.81361	17050
Osinniki	Osinniki	RU	53.6239	87.3598	48919
Omsk	Omsk	RU	54.99244	73.36859	1129281
Ob’	Ob’	RU	54.9872	82.7166	24238
Nyagan	Nyagan	RU	62.14056	65.39361	52137
Noyabrsk	Noyabrsk	RU	63.19309	75.43728	110000
Novyy Urengoy	Novyy Urengoy	RU	66.08333	76.63333	94212
Novosilikatnyy	Novosilikatnyy	RU	53.30972	83.62389	15241
Novosibirsk	Novosibirsk	RU	55.0415	82.9346	1419007
Novokuznetsk	Novokuznetsk	RU	53.7557	87.1099	539616
Novoaltaysk	Novoaltaysk	RU	53.3917	83.9363	61050
Norilsk	Norilsk	RU	69.3535	88.2027	140800
Nizhnyaya Salda	Nizhnyaya Salda	RU	58.07756	60.7202	17473
Nizhnevartovsk	Nizhnevartovsk	RU	60.9344	76.5531	244937
